"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell",311,0.520643909495369,2.76417780566701,1e-10,7.06701328706697e-09,5.29606474106839e-09,12327,"tags=55%, list=29%, signal=39%","ENSG00000236981/ENSG00000292019/ENSG00000181214/ENSG00000174957/ENSG00000275102/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000237388/ENSG00000179615/ENSG00000175398/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000174339/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000180988/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000176742/ENSG00000182613/ENSG00000186440/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000176540/ENSG00000181001/ENSG00000174667/ENSG00000258453/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000167355/ENSG00000255713/ENSG00000170923/ENSG00000181767/ENSG00000176798/ENSG00000251608/ENSG00000177201/ENSG00000262628/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000070729/ENSG00000237521/ENSG00000180785/ENSG00000241128/ENSG00000284680/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000162727/ENSG00000197532/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807/ENSG00000170953/ENSG00000273508/ENSG00000291809/ENSG00000228336/ENSG00000225550/ENSG00000172289/ENSG00000188324/ENSG00000183389/ENSG00000291806/ENSG00000258083/ENSG00000184022/ENSG00000291810/ENSG00000275244/ENSG00000184478/ENSG00000176495/ENSG00000280090/ENSG00000169208/ENSG00000171481/ENSG00000226347/ENSG00000176200/ENSG00000182070/ENSG00000196832/ENSG00000221813/ENSG00000213215/ENSG00000284866/ENSG00000184933/ENSG00000239590/ENSG00000184321/ENSG00000183313/ENSG00000176269/ENSG00000203663/ENSG00000232268/ENSG00000181616/ENSG00000171942"
"GO:0007608","sensory perception of smell",345,0.492460096411953,2.64549149538459,1e-10,7.06701328706697e-09,5.29606474106839e-09,12327,"tags=52%, list=29%, signal=37%","ENSG00000236981/ENSG00000292019/ENSG00000181214/ENSG00000174957/ENSG00000275102/ENSG00000122136/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000237388/ENSG00000179615/ENSG00000175398/ENSG00000132259/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000173610/ENSG00000174339/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000180988/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000176742/ENSG00000182613/ENSG00000186440/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000176540/ENSG00000181001/ENSG00000261949/ENSG00000174667/ENSG00000258453/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000167355/ENSG00000255713/ENSG00000170923/ENSG00000181767/ENSG00000171102/ENSG00000176798/ENSG00000251608/ENSG00000142319/ENSG00000177201/ENSG00000262628/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000070729/ENSG00000237521/ENSG00000185101/ENSG00000180785/ENSG00000241128/ENSG00000284680/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000162727/ENSG00000197532/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807/ENSG00000170953/ENSG00000273508/ENSG00000146383/ENSG00000291809/ENSG00000228336/ENSG00000225550/ENSG00000172289/ENSG00000188324/ENSG00000183389/ENSG00000291806/ENSG00000258083/ENSG00000184022/ENSG00000291810/ENSG00000275244/ENSG00000184478/ENSG00000176495/ENSG00000183862/ENSG00000280090/ENSG00000169208/ENSG00000171481/ENSG00000226347/ENSG00000176200/ENSG00000182070/ENSG00000196832/ENSG00000221813/ENSG00000213215/ENSG00000284866/ENSG00000184933/ENSG00000239590/ENSG00000184321/ENSG00000183313/ENSG00000176269/ENSG00000203663/ENSG00000232268/ENSG00000181616/ENSG00000171942"
"GO:0050907","detection of chemical stimulus involved in sensory perception",375,0.444517044411294,2.40668871789245,1e-10,7.06701328706697e-09,5.29606474106839e-09,12327,"tags=50%, list=29%, signal=36%","ENSG00000236981/ENSG00000292019/ENSG00000255374/ENSG00000181214/ENSG00000174957/ENSG00000275102/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000170373/ENSG00000237388/ENSG00000179615/ENSG00000175077/ENSG00000291554/ENSG00000175398/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000174339/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000180988/ENSG00000198471/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000176742/ENSG00000182613/ENSG00000186440/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000179002/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000176540/ENSG00000131686/ENSG00000181001/ENSG00000174667/ENSG00000258453/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000169962/ENSG00000167355/ENSG00000255713/ENSG00000170923/ENSG00000181767/ENSG00000176798/ENSG00000251608/ENSG00000177201/ENSG00000262628/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000070729/ENSG00000237521/ENSG00000257138/ENSG00000180785/ENSG00000241128/ENSG00000284680/ENSG00000213199/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000273713/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000121377/ENSG00000274327/ENSG00000162727/ENSG00000197532/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807/ENSG00000170953/ENSG00000273508/ENSG00000291809/ENSG00000228336/ENSG00000225550/ENSG00000172289/ENSG00000188324/ENSG00000183389/ENSG00000291806/ENSG00000258083/ENSG00000184022/ENSG00000291810/ENSG00000275244/ENSG00000184478/ENSG00000176495/ENSG00000280090/ENSG00000169208/ENSG00000273086/ENSG00000171481/ENSG00000226347/ENSG00000273326/ENSG00000176200/ENSG00000182070/ENSG00000196832/ENSG00000221813/ENSG00000213215/ENSG00000284866/ENSG00000184933/ENSG00000239590/ENSG00000114349/ENSG00000184321/ENSG00000183313/ENSG00000176269/ENSG00000121314/ENSG00000203663/ENSG00000232268/ENSG00000181616/ENSG00000171942"
"GO:0032603","fractalkine production",10,0.89141982215074,2.29560417779252,4.54069483067441e-07,1.37650088697018e-05,1.03155852655228e-05,4386,"tags=40%, list=10%, signal=36%","ENSG00000172232/ENSG00000278624/ENSG00000228978/ENSG00000232810"
"GO:0032644","regulation of fractalkine production",10,0.89141982215074,2.29560417779252,4.54069483067441e-07,1.37650088697018e-05,1.03155852655228e-05,4386,"tags=40%, list=10%, signal=36%","ENSG00000172232/ENSG00000278624/ENSG00000228978/ENSG00000232810"
"GO:0032724","positive regulation of fractalkine production",10,0.89141982215074,2.29560417779252,4.54069483067441e-07,1.37650088697018e-05,1.03155852655228e-05,4386,"tags=40%, list=10%, signal=36%","ENSG00000172232/ENSG00000278624/ENSG00000228978/ENSG00000232810"
"GO:0007606","sensory perception of chemical stimulus",445,0.413526390647356,2.27732139658295,1e-10,7.06701328706697e-09,5.29606474106839e-09,12327,"tags=47%, list=29%, signal=34%","ENSG00000160349/ENSG00000236981/ENSG00000292019/ENSG00000255374/ENSG00000181214/ENSG00000109991/ENSG00000174957/ENSG00000275102/ENSG00000122136/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000170373/ENSG00000237388/ENSG00000179615/ENSG00000175077/ENSG00000291554/ENSG00000175398/ENSG00000132259/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000173610/ENSG00000174339/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000180988/ENSG00000198471/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000228567/ENSG00000176742/ENSG00000182613/ENSG00000186440/ENSG00000108684/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000179002/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000176540/ENSG00000131686/ENSG00000181001/ENSG00000261949/ENSG00000174667/ENSG00000258453/ENSG00000162572/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000169962/ENSG00000185899/ENSG00000285341/ENSG00000167355/ENSG00000255713/ENSG00000169884/ENSG00000170923/ENSG00000181767/ENSG00000171102/ENSG00000176798/ENSG00000251608/ENSG00000142319/ENSG00000177201/ENSG00000262628/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000070729/ENSG00000237521/ENSG00000257138/ENSG00000185101/ENSG00000180785/ENSG00000241128/ENSG00000284680/ENSG00000213199/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000253148/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000273713/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000121377/ENSG00000274327/ENSG00000162727/ENSG00000197532/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807/ENSG00000170953/ENSG00000273508/ENSG00000146383/ENSG00000179073/ENSG00000291809/ENSG00000127588/ENSG00000228336/ENSG00000225550/ENSG00000172289/ENSG00000188324/ENSG00000183389/ENSG00000291806/ENSG00000258083/ENSG00000184022/ENSG00000291810/ENSG00000275244/ENSG00000183128/ENSG00000184478/ENSG00000176495/ENSG00000183862/ENSG00000280090/ENSG00000169208/ENSG00000273086/ENSG00000171481/ENSG00000226347/ENSG00000273326/ENSG00000176200/ENSG00000182070/ENSG00000196832/ENSG00000221813/ENSG00000213215/ENSG00000284866/ENSG00000096433/ENSG00000184933/ENSG00000239590/ENSG00000114349/ENSG00000184321/ENSG00000183313/ENSG00000176269/ENSG00000121314/ENSG00000203663/ENSG00000232268/ENSG00000187848/ENSG00000181616/ENSG00000171942"
"GO:0050906","detection of stimulus involved in sensory perception",460,0.409121090104564,2.26290160826443,1e-10,7.06701328706697e-09,5.29606474106839e-09,8675,"tags=36%, list=20%, signal=29%","ENSG00000236981/ENSG00000130711/ENSG00000292019/ENSG00000255374/ENSG00000181214/ENSG00000174957/ENSG00000275102/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000170373/ENSG00000237388/ENSG00000179615/ENSG00000175077/ENSG00000291554/ENSG00000175398/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000174339/ENSG00000182450/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000060718/ENSG00000101890/ENSG00000180988/ENSG00000198471/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000176742/ENSG00000163485/ENSG00000182613/ENSG00000186440/ENSG00000108684/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000179002/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000228978/ENSG00000176540/ENSG00000131686/ENSG00000181001/ENSG00000174667/ENSG00000258453/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000169962/ENSG00000167355/ENSG00000255713/ENSG00000170923/ENSG00000082684/ENSG00000181767/ENSG00000122733/ENSG00000176798/ENSG00000251608/ENSG00000177201/ENSG00000186862/ENSG00000262628/ENSG00000131620/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000086717/ENSG00000070729/ENSG00000237521/ENSG00000232810/ENSG00000197753/ENSG00000257138/ENSG00000180785/ENSG00000176358/ENSG00000241128/ENSG00000284680/ENSG00000213199/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000122375/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000273713/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000121377/ENSG00000274327/ENSG00000162727/ENSG00000197532/ENSG00000282076/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807"
"GO:0009593","detection of chemical stimulus",416,0.408569868266939,2.23705499639971,1e-10,7.06701328706697e-09,5.29606474106839e-09,12327,"tags=47%, list=29%, signal=34%","ENSG00000236981/ENSG00000292019/ENSG00000255374/ENSG00000181214/ENSG00000174957/ENSG00000275102/ENSG00000254769/ENSG00000234560/ENSG00000197591/ENSG00000197125/ENSG00000186513/ENSG00000170373/ENSG00000237388/ENSG00000179615/ENSG00000175077/ENSG00000291554/ENSG00000175398/ENSG00000181961/ENSG00000168131/ENSG00000179626/ENSG00000124657/ENSG00000130538/ENSG00000278889/ENSG00000172150/ENSG00000275617/ENSG00000274870/ENSG00000183310/ENSG00000196171/ENSG00000254834/ENSG00000277932/ENSG00000136839/ENSG00000176290/ENSG00000291821/ENSG00000174937/ENSG00000291859/ENSG00000177186/ENSG00000272987/ENSG00000174339/ENSG00000172208/ENSG00000196578/ENSG00000292014/ENSG00000187080/ENSG00000148215/ENSG00000172519/ENSG00000277556/ENSG00000279514/ENSG00000220721/ENSG00000196119/ENSG00000186723/ENSG00000255307/ENSG00000180988/ENSG00000198471/ENSG00000127529/ENSG00000260811/ENSG00000292249/ENSG00000176742/ENSG00000182613/ENSG00000186440/ENSG00000284662/ENSG00000284733/ENSG00000176299/ENSG00000255804/ENSG00000179002/ENSG00000279395/ENSG00000175619/ENSG00000181803/ENSG00000176540/ENSG00000131686/ENSG00000181001/ENSG00000174667/ENSG00000258453/ENSG00000179954/ENSG00000278870/ENSG00000280094/ENSG00000185926/ENSG00000181518/ENSG00000167825/ENSG00000279961/ENSG00000186943/ENSG00000291849/ENSG00000169962/ENSG00000167355/ENSG00000255713/ENSG00000170923/ENSG00000239732/ENSG00000181767/ENSG00000176798/ENSG00000251608/ENSG00000177201/ENSG00000262628/ENSG00000262851/ENSG00000172324/ENSG00000168158/ENSG00000221888/ENSG00000171561/ENSG00000172320/ENSG00000197584/ENSG00000070729/ENSG00000123358/ENSG00000237521/ENSG00000257138/ENSG00000120049/ENSG00000180785/ENSG00000241128/ENSG00000036828/ENSG00000284680/ENSG00000213199/ENSG00000187918/ENSG00000177489/ENSG00000234746/ENSG00000203757/ENSG00000197887/ENSG00000176895/ENSG00000169488/ENSG00000230301/ENSG00000176198/ENSG00000196248/ENSG00000179695/ENSG00000292303/ENSG00000180974/ENSG00000284939/ENSG00000205029/ENSG00000198967/ENSG00000279270/ENSG00000180919/ENSG00000237621/ENSG00000254466/ENSG00000273713/ENSG00000280021/ENSG00000198601/ENSG00000232945/ENSG00000181958/ENSG00000236032/ENSG00000258806/ENSG00000172365/ENSG00000275754/ENSG00000183251/ENSG00000291812/ENSG00000226000/ENSG00000148136/ENSG00000121377/ENSG00000274327/ENSG00000162727/ENSG00000197532/ENSG00000181273/ENSG00000279000/ENSG00000255425/ENSG00000181752/ENSG00000176253/ENSG00000173302/ENSG00000291780/ENSG00000183269/ENSG00000183024/ENSG00000179919/ENSG00000161807/ENSG00000170953/ENSG00000273508/ENSG00000291809/ENSG00000228336/ENSG00000225550/ENSG00000172289/ENSG00000188324/ENSG00000183389/ENSG00000291806/ENSG00000258083/ENSG00000184022/ENSG00000291810/ENSG00000275244/ENSG00000184478/ENSG00000176495/ENSG00000280090/ENSG00000169208/ENSG00000273086/ENSG00000171481/ENSG00000226347/ENSG00000273326/ENSG00000176200/ENSG00000182070/ENSG00000196832/ENSG00000221813/ENSG00000213215/ENSG00000284866/ENSG00000184933/ENSG00000239590/ENSG00000114349/ENSG00000184321/ENSG00000183313/ENSG00000176269/ENSG00000121314/ENSG00000203663/ENSG00000232268/ENSG00000187848/ENSG00000181616/ENSG00000171942"
"GO:0060346","bone trabecula formation",12,0.806884185785553,2.19596856741361,3.48795366520527e-05,0.00062433223253995,0.00046787854913453,3949,"tags=50%, list=9%, signal=45%","ENSG00000276886/ENSG00000166923/ENSG00000108821/ENSG00000169884/ENSG00000282046/ENSG00000120149"
