"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_id_clean","SYMBOL"
40.8528001991403,24.6136878309379,3.38065147608133,7.28075283864185,3.31962388924398e-13,7.84889324260692e-12,"ENSG00000249104.3","ENSG00000249104","USP17L17"
31.6838973713712,24.2722278228347,3.3967652668663,7.14568888807179,8.9545663015434e-13,1.96045776343168e-11,"ENSG00000215030.5","ENSG00000215030","RPL13P12"
23.8265330782675,23.8860505604492,3.36078786087416,7.10727708777081,1.18354672664841e-12,2.52148888603346e-11,"ENSG00000223705.12","ENSG00000223705","NSUN5P1"
11510.7366006485,18.8064813972177,3.32006706206174,5.66448841112835,1.47463827603359e-08,1.5275351558091e-07,"ENSG00000160349.10","ENSG00000160349","LCN1"
226.71165860443,13.1414483049118,1.28749540077838,10.2069866012468,1.84506087456138e-24,1.93932512208636e-22,"ENSG00000288623.1","ENSG00000288623","LOC128071547"
128.834480489514,12.3260757060934,1.35426601732432,9.10166507053509,8.89573974339759e-20,5.71854249359628e-18,"ENSG00000289506.3","ENSG00000289506","DDIT4-AS1"
117.824502527484,12.1998301545542,1.44010269664983,8.47150011102344,2.42252754183662e-17,1.14312374091176e-15,"ENSG00000277354.1","ENSG00000277354","CRIM1"
169.250153182457,11.7563581749768,1.40670596564999,8.35736711299482,6.41334843784675e-17,2.86187608962908e-15,"ENSG00000216191.1","ENSG00000216191","MIR8485"
51.8321153422881,11.0126290756195,3.90979902271106,2.81667395476081,0.00485237577177732,0.0129861216201855,"ENSG00000228987.9","ENSG00000228987","HLA-DRA"
38.2804226239297,10.5663102512066,1.43098176415864,7.38395870293932,1.53651122838373e-13,3.93826020711551e-12,"ENSG00000271966.2","ENSG00000271966","ARFGEF1-DT"
35.2710510187492,10.4492058956871,1.72059649316238,6.07301359569898,1.25531822619142e-09,1.6009458091129e-08,"ENSG00000203783.5","ENSG00000203783","PRR9"
34.8769333653,10.4436040574566,1.36317302416597,7.66124613113313,1.84137573088786e-14,5.4963702502868e-13,"ENSG00000291307.1","ENSG00000291307","POLGARF"
32.1227226127113,10.3354595029094,1.47898194838589,6.98822559273912,2.78384513853752e-12,5.53226859162052e-11,"ENSG00000260873.6","ENSG00000260873","SNTB2"
29.1216444768183,10.1847453984044,1.81630980143916,5.60738338268862,2.0540832352744e-08,2.06507062520016e-07,"ENSG00000117407.18","ENSG00000117407","ARTN"
590.895158981237,10.1822748576557,1.47228325258592,6.91597546855982,4.64654807936312e-12,8.92990843189906e-11,"ENSG00000130487.10","ENSG00000130487","KLHDC7B"
27.2213454680815,10.0852170309154,2.22600306539974,4.53063932735615,5.88054577070581e-06,3.42216594339316e-05,"ENSG00000275113.1","ENSG00000275113","GAGE12B"
26.5701208780802,10.0439429005023,2.60617049260267,3.85390860997426,0.000116247001622217,0.000497323688653074,"ENSG00000095752.7","ENSG00000095752","IL11"
48.1760554991847,9.93518147879823,1.29953480591442,7.64518305595309,2.08648281118525e-14,6.14528762104468e-13,"ENSG00000233230.4","ENSG00000233230","LOC100506235"
24.4274985804261,9.93412215977873,2.30914134644295,4.30208491787714,1.69198437530647e-05,8.84810881290898e-05,"ENSG00000236221.9","ENSG00000236221","TNXB"
45.28057176597,9.84759053844383,1.40004060269591,7.03378924831275,2.00998655871189e-12,4.10096429614648e-11,"ENSG00000296098.1","ENSG00000296098","LOC105376039"
79.7379080162128,9.83297222777008,1.50678648390576,6.52579003913141,6.76440225071245e-11,1.08084231351802e-09,"ENSG00000175701.11","ENSG00000175701","MTLN"
19.1679968855523,9.57308023864021,2.38532799873026,4.01331818673829,5.98711212101248e-05,0.000273383101955559,"ENSG00000288347.1","ENSG00000288347","POTEB2;POTEB"
18.1400083797331,9.51734789119427,1.63003502962842,5.83873825911818,5.25976245819241e-09,5.96985730797294e-08,"ENSG00000286626.3","ENSG00000286626","LOC101929918"
17.9101113345318,9.49958910220538,1.50316977811817,6.31970469370267,2.62063609145797e-10,3.83127668004976e-09,"ENSG00000109705.8","ENSG00000109705","NKX3-2"
17.7028800862941,9.458985814048,3.47633675485533,2.72096361229585,0.00650919261371457,0.0168076462669649,"ENSG00000124900.12","ENSG00000124900","TRIM51"
17.2037086923236,9.41431471618586,2.59516955997279,3.62762990957885,0.000286034864998251,0.00110344081334688,"ENSG00000308793.1","ENSG00000308793","LOC124901933"
32.1958249382679,9.37225784060079,1.76491571092795,5.31031469807309,1.09436102530908e-07,9.43285612876203e-07,"ENSG00000189410.13","ENSG00000189410","SH2D5"
32.3640210583155,9.35927382828954,1.69637770626589,5.51721105135921,3.44421718647887e-08,3.30245779341671e-07,"ENSG00000102109.10","ENSG00000102109","PCSK1N"
16.3411200796561,9.34330629012573,3.49351450083697,2.67447187864464,0.00748470531861826,0.0189298431470311,"ENSG00000182053.13","ENSG00000182053","TRIM49B"
1925.72942220339,9.31320642977973,1.75713676490605,5.30021715769955,1.15665023452882e-07,9.88904737909798e-07,"ENSG00000198183.14","ENSG00000198183","BPIFA1"
15.6602400763371,9.28179503838843,3.50331963764513,2.64942854161817,0.00806280210170536,0.0201663997457966,"ENSG00000164935.6","ENSG00000164935","DCSTAMP"
15.6602400763371,9.28179503838843,3.50331963764513,2.64942854161817,0.00806280210170536,0.0201663997457966,"ENSG00000274109.2","ENSG00000274109","HNRNPCL2"
15.1064179885967,9.22252673567879,1.67736920534069,5.49820916367999,3.83667682055551e-08,3.64722754077497e-07,"ENSG00000176595.5","ENSG00000176595","KBTBD11"
14.8387063242595,9.21976378869416,2.38751201624389,3.86166173236647,0.000112618422539053,0.0004835723862674,"ENSG00000261359.3","ENSG00000261359","PYCARD-AS1"
14.632251570518,9.20943348363993,1.60707858723604,5.73054333296724,1.00109448517497e-08,1.07830371501751e-07,"ENSG00000273706.6","ENSG00000273706","LHX1"
28.4570014943874,9.19199625262707,1.3344952054604,6.88799496245163,5.65842144379418e-12,1.06802102791887e-10,"ENSG00000226321.6","ENSG00000226321","CROCC2"
14.2518543182783,9.15939115795444,1.5542246036707,5.89322234143134,3.78736247566029e-09,4.39729193777224e-08,"ENSG00000228177.2","ENSG00000228177","C6orf47"
14.2984800696991,9.15029944513769,3.52589935744911,2.59516750692444,0.00945448293377565,0.0231586806714506,"ENSG00000169154.7","ENSG00000169154","GOT1L1"
52.3160910920466,9.1493154672567,1.46538729248644,6.24361594656136,4.27569089962366e-10,5.97895793012947e-09,"ENSG00000164266.11","ENSG00000164266","SPINK1"
13.587033895097,9.08821306422594,2.28747101250995,3.97303966455681,7.09612269835793e-05,0.000318707592556059,"ENSG00000172421.10","ENSG00000172421","EFCAB3"
206.058613377998,9.07003518237061,3.35616930037571,2.70249631964492,0.00688209463388593,0.0176146676041918,"ENSG00000204389.11","ENSG00000204389","HSPA1A"
25.8360617792353,9.04265593168429,1.62901329010288,5.55100193879522,2.84036935639871e-08,2.77627640309434e-07,"ENSG00000307169.1","ENSG00000307169","LOC124902990"
12.392226770603,8.96187845811538,2.64050173729301,3.39400589347951,0.000688782102729847,0.00237312559800257,"ENSG00000231247.8","ENSG00000231247","PPP1R18;LOC107987457"
12.5254978080396,8.95662282333995,1.48911858643921,6.01471427789851,1.80204256730517e-09,2.22898494465667e-08,"ENSG00000238131.3","ENSG00000238131","LINC02854"
23.7309952692185,8.93787192807164,1.55654263225171,5.74213114557744,9.34923681118682e-09,1.01046478556774e-07,"ENSG00000273604.2","ENSG00000273604","EPOP"
42.4762466716899,8.90287531761503,1.20555993460414,7.38484671070159,1.52629129412552e-13,3.91783429642545e-12,"ENSG00000167617.4","ENSG00000167617","CDC42EP5"
11.711346767284,8.87439623997875,3.51230387114173,2.5266595845803,0.0115153058663403,0.0273608799553991,"ENSG00000206485.10","ENSG00000206485","PPP1R18;LOC107987457"
11.711346767284,8.87439623997875,3.51230387114173,2.5266595845803,0.0115153058663403,0.0273608799553991,"ENSG00000236981.1","ENSG00000236981","OR10G9"
19.8287277115862,8.87096923716691,2.81780179264925,3.14818780380808,0.0016428610700586,0.00508447848336027,"ENSG00000204498.11","ENSG00000204498","NFKBIL1"
11.2979195968035,8.806942535849,2.72075424343549,3.23694892954702,0.00120815030983298,0.00387874313426112,"ENSG00000189357.9","ENSG00000189357","SPATA31D4"
21.4025036673571,8.78413209415728,1.43396530246462,6.12576334940572,9.02498619646263e-10,1.18295593300915e-08,"ENSG00000278545.4","ENSG00000278545","MARCHF8"
11.0204860422161,8.77346030366508,3.6049470322034,2.43372793699623,0.0149442229174066,0.0341507445504631,"ENSG00000285818.1","ENSG00000285818","LOC100131107"
21.0938617104595,8.76921870310725,1.3971555441352,6.27647990942567,3.46324112276026e-10,4.95853851649949e-09,"ENSG00000128271.23","ENSG00000128271","ADORA2A"
