"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_id_clean","SYMBOL"
5938.34546618305,-14.1937403393149,1.28583228098355,-11.0385627653227,2.48983776972134e-28,4.15185128247217e-26,"ENSG00000200087.1","ENSG00000200087","SNORA73B"
3975.7810524378,-13.614917923643,1.31423434664593,-10.3595815756831,3.78614653865715e-25,4.3061106632994e-23,"ENSG00000274266.1","ENSG00000274266","SNORA73A"
3794.779311986,-13.547660287513,1.95003997853948,-6.94737566234914,3.721437984472e-12,7.25893154086367e-11,"ENSG00000126549.11","ENSG00000126549","STATH"
3794.779311986,-13.547660287513,1.95003997853948,-6.94737566234914,3.721437984472e-12,7.25893154086367e-11,"ENSG00000282891.5","ENSG00000282891","STATH"
3793.83957233362,-13.5472909210318,2.20498252404995,-6.14394480376611,8.04968246231693e-10,1.06710016526757e-08,"ENSG00000184530.9","ENSG00000184530","C6orf58"
2668.65938353492,-13.0397888922696,1.40688017584904,-9.26858528260958,1.886311640786e-20,1.32388036611873e-18,"ENSG00000239002.3","ENSG00000239002","SCARNA10"
2586.23991485725,-12.9945122570745,1.35533536035459,-9.58767301229032,9.00939641719557e-22,7.29235013651691e-20,"ENSG00000293320.1","ENSG00000293320","RPL9P8"
2406.06227306863,-12.8903324087927,1.46952639300646,-8.77175971125004,1.75895452936595e-18,9.72820288086733e-17,"ENSG00000203930.15","ENSG00000203930","LINC00632"
1914.80442068981,-12.5608713290024,1.41735504575158,-8.86219114021762,7.84569340811096e-19,4.53129657304908e-17,"ENSG00000212232.1","ENSG00000212232","SNORD17"
1823.90803109325,-12.4907081853795,1.43483837696533,-8.70530673412653,3.16717026921828e-18,1.70489083084279e-16,"ENSG00000211890.4","ENSG00000211890","IGHA2"
