"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_id_clean","SYMBOL"
40.8528001991403,24.6136878309379,3.38065147608133,7.28075283864185,3.31962388924398e-13,7.84889324260692e-12,"ENSG00000249104.3","ENSG00000249104","USP17L17"
31.6838973713712,24.2722278228347,3.3967652668663,7.14568888807179,8.9545663015434e-13,1.96045776343168e-11,"ENSG00000215030.5","ENSG00000215030","RPL13P12"
23.8265330782675,23.8860505604492,3.36078786087416,7.10727708777081,1.18354672664841e-12,2.52148888603346e-11,"ENSG00000223705.12","ENSG00000223705","NSUN5P1"
11510.7366006485,18.8064813972177,3.32006706206174,5.66448841112835,1.47463827603359e-08,1.5275351558091e-07,"ENSG00000160349.10","ENSG00000160349","LCN1"
226.71165860443,13.1414483049118,1.28749540077838,10.2069866012468,1.84506087456138e-24,1.93932512208636e-22,"ENSG00000288623.1","ENSG00000288623","LOC128071547"
128.834480489514,12.3260757060934,1.35426601732432,9.10166507053509,8.89573974339759e-20,5.71854249359628e-18,"ENSG00000289506.3","ENSG00000289506","DDIT4-AS1"
117.824502527484,12.1998301545542,1.44010269664983,8.47150011102344,2.42252754183662e-17,1.14312374091176e-15,"ENSG00000277354.1","ENSG00000277354","CRIM1"
169.250153182457,11.7563581749768,1.40670596564999,8.35736711299482,6.41334843784675e-17,2.86187608962908e-15,"ENSG00000216191.1","ENSG00000216191","MIR8485"
51.8321153422881,11.0126290756195,3.90979902271106,2.81667395476081,0.00485237577177732,0.0129861216201855,"ENSG00000228987.9","ENSG00000228987","HLA-DRA"
38.2804226239297,10.5663102512066,1.43098176415864,7.38395870293932,1.53651122838373e-13,3.93826020711551e-12,"ENSG00000271966.2","ENSG00000271966","ARFGEF1-DT"
